entity_1,entity_2,relation_type,frequency
City of Salinas California,"UDR, Inc.",regulates,1
inflation,"UDR, Inc.",threatens,1
Unemployment,"UDR, Inc.",threatens,1
Recession,"UDR, Inc.",threatens,1
interest rates,"UDR, Inc.",threatens,1
the District of Columbia,"UDR, Inc.",opposes,1
State of Maryland,"UDR, Inc.",opposes,1
"UDR, Inc.",RealPage,depends_on,1
Single-family rental homes,"UDR, Inc.",competes_with,1
Condominiums,"UDR, Inc.",competes_with,1
Other apartment communities,"UDR, Inc.",competes_with,1
Insurance companies,"UDR, Inc.",competes_with,1
Pension funds,"UDR, Inc.",competes_with,1
Investment funds,"UDR, Inc.",competes_with,1
Public REITs,"UDR, Inc.",competes_with,1
Private REITs,"UDR, Inc.",competes_with,1
pandemics,"UDR, Inc.",threatens,1
Epidemic,"UDR, Inc.",threatens,1
Eviction moratoriums,"UDR, Inc.",regulates,1
Shelter-in-place orders,"UDR, Inc.",regulates,1
climate change,"UDR, Inc.",threatens,1
Earthquakes,"UDR, Inc.",threatens,1
Hurricanes,"UDR, Inc.",threatens,1
Tornadoes,"UDR, Inc.",threatens,1
Floods,"UDR, Inc.",threatens,1
Fires,"UDR, Inc.",threatens,1
Mudslides,"UDR, Inc.",threatens,1
Terrorist attacks,"UDR, Inc.",threatens,1
Cybersecurity breaches,"UDR, Inc.",threatens,1
"UDR, Inc.",Smart home technologies,develops,1
"UDR, Inc.",artificial intelligence,depends_on,1
Social media,"UDR, Inc.",threatens,1
Americans with Disabilities Act,"UDR, Inc.",regulates,1
Fair Housing Amendments Act of 1988,"UDR, Inc.",regulates,1
Environmental laws,"UDR, Inc.",regulates,1
"UDR, Inc.",Fannie Mae,depends_on,1
"UDR, Inc.",Freddie Mac,depends_on,1
Basel III,"UDR, Inc.",regulates,1
Moody s,"UDR, Inc.",influences,1
Standard Poor's,"UDR, Inc.",influences,1
Banking sector,"UDR, Inc.",threatens,1
Financial institutions,"UDR, Inc.",funds,1
Sarbanes-Oxley Act of 2002,"UDR, Inc.",regulates,1
Securities and Exchange Commission,"UDR, Inc.",regulates,1
FASB,"UDR, Inc.",regulates,1
"UDR, Inc.",Joint ventures,operates_in,1
United Parcel Service,"Amazon.com, Inc.",depends_on,1
"Amazon.com, Inc.",United Parcel Service,threatens,1
United Parcel Service,United States Postal Service,competes_with,1
International Brotherhood of Teamsters,United Parcel Service,threatens,1
United Parcel Service,International Brotherhood of Teamsters,depends_on,1
Securities and Exchange Commission,United Parcel Service,regulates,1
the Federal Aviation Administration,United Parcel Service,regulates,1
the U.S. Department of Transportation,United Parcel Service,regulates,1
Transportation Security Administration,United Parcel Service,regulates,1
climate change,United Parcel Service,threatens,1
United Parcel Service,jet fuel,depends_on,1
United Parcel Service,diesel,depends_on,1
United Parcel Service,gasoline,depends_on,1
ReFuelEU Aviation initiative,United Parcel Service,regulates,1
Carbon Offsetting and Reduction Scheme for International Aviation,United Parcel Service,regulates,1
European Union General Data Protection Regulation,United Parcel Service,regulates,1
China's Personal Information Protection Law,United Parcel Service,regulates,1
the California Consumer Privacy Act,United Parcel Service,regulates,1
cyberattacks,United Parcel Service,threatens,1
conflicts,United Parcel Service,disrupts,1
Ukraine,United Parcel Service,disrupts,1
Middle East,United Parcel Service,disrupts,1
United Parcel Service,e-commerce,depends_on,1
United Parcel Service,RFID technology,develops,1
United Parcel Service,Healthcare,operates_in,1
United Parcel Service,Frigo-Trans,controls,1
United Parcel Service,Biotech Pharma Logistics,controls,1
United Parcel Service,Coyote,controls,1
severe weather,United Parcel Service,disrupts,1
natural disasters,United Parcel Service,disrupts,1
global terrorism,United Parcel Service,threatens,1
the U.S. Department of Defense,United Parcel Service,influences,1
United Parcel Service,Civil Reserve Air Fleet,operates_in,1
United Parcel Service,Europe,operates_in,1
United Parcel Service,Canada,operates_in,1
United Partel Service,China,operates_in,1
United Parcel Service,Asian,operates_in,1
United Parcel Service,sustainable aviation fuel,depends_on,1
United Parcel Service,alternative fuel vehicles,depends_on,1
United Parcel Service,battery electric vehicles,depends_on,1
Paris Climate Accords,United Parcel Service,regulates,1
Environmental Protection Agency,United Parcel Service,regulates,1
Independent Pilots Association,United Parcel Service,influences,1
International Association of Machinists and Aerospace Workers,United Parcel Service,influences,1
West Pharmaceutical Services,pharmaceutical industry,depends_on,1
West Pharmaceutical Services,Daikyo,depends_on,1
Daikyo,Crystal Zenith,develops,1
Daikyo,FluroTec,develops,1
Daikyo,B2-coating,develops,1
Food and Drug Administration,West Pharmaceutical Services,regulates,1
European Medicines Agency,West Pharmaceutical Services,regulates,1
National Medical Products Administration,West Pharmaceutical Services,regulates,1
inflation,West Pharmaceutical Services,threatens,1
supply chain disruptions,West Pharmaceutical Services,disrupts,1
cyberattacks,West Pharmaceutical Services,threatens,1
currency exchange rate fluctuations,West Pharmaceutical Services,threatens,1
West Pharmaceutical Services,elastomers,consumes,1
West Pharmaceutical Services,aluminum,consumes,1
West Pharmaceutical Services,plastic,consumes,1
West Pharmaceutical Services,energy,consumes,1
petroleum,elastomers,influences,1
petroleum,plastic,influences,1
pharmaceutical companies,West Pharmaceutical Services,depends_on,1
medical device companies,West Pharmaceutical Services,competes_with,1
needle-free injection technology,West Pharmaceutical Services,threatens,1
group purchasing organizations,West Pharmaceutical Services,influences,1
integrated health delivery networks,West Pharmaceutical Services,influences,1
extreme weather events,West Pharmaceutical Services,disrupts,1
pandemics,West Pharmaceutical Services,disrupts,1
war,West Pharmaceutical Services,disrupts,1
terrorism,West Pharmaceutical Services,disrupts,1
Foreign Corrupt Practices Act,West Pharmaceutical Services,regulates,1
U.K. Bribery Act,West Pharmaceutical Services,regulates,1
EU GDPR,West Pharmaceutical Services,regulates,1
UK GDPR,West Pharmaceutical Services,regulates,1
California Consumer Privacy Act,West Pharmaceutical Services,regulates,1
the California Consumer Privacy Act,West Pharmaceutical Services,regulates,1
climate change,West Pharmaceutical Services,threatens,1
Securities and Exchange Commission,West Pharmaceutical Services,regulates,1
Medicare,West Pharmaceutical Services,influences,1
Medicaid,West Pharmaceutical Services,influences,1
IRS,West Pharmaceutical Services,regulates,1
ransomware,West Pharmaceutical Services,threatens,1
phishing,West Pharmaceutical Services,threatens,1
ESG initiatives,West Pharmaceutical Services,influences,1
West Pharmaceutical Services,NIST Cybersecurity Framework,depends_on,1
West Pharmaceutical Services,COSO Enterprise Risk Management Framework,depends_on,1
generic manufacturers,AbbVie,competes_with,1
biosimilar manufacturers,AbbVie,competes_with,1
biosimilar manufacturers,Humira,competes_with,1
IRA,AbbVie,regulates,1
CMS,Imbruvica,regulates,1
CMS,Vraylar,regulates,1
CMS,Linzess,regulates,1
Medicare,AbbVie,influences,1
Medicaid,AbbVie,influences,1
European Union,AbbVie,regulates,1
McKesson Corporation,AbbVie,supplies,1
Cardinal Health,AbbVie,supplies,1
Cencora,AbbVie,supplies,1
AbbVie,McKesson Corporation,depends_on,1
AbbVie,Cardinal Health,depends_on,1
AbbVie,Cencora,depends_on,1
Food and Drug Administration,AbbVie,regulates,1
United States Patent and Trademark Office,AbbVie,regulates,1
pharmaceutical companies,AbbVie,competes_with,1
biotechnology companies,AbbVie,competes_with,1
AbbVie,Skyrizi,produces,1
AbbVie,Humira,produces,1
AbbVie,Rinvoq,produces,1
AbbVie,Botox,produces,1
AbbVie,Creon,produces,1
AbbVie,Imbruvica,produces,1
AbbVie,Vraylar,produces,1
AbbVie,Linzess,produces,1
cybersecurity attacks,AbbVie,threatens,1
supply chain disruption,AbbVie,disrupts,1
pandemics,AbbVie,disrupts,1
climate change,AbbVie,threatens,1
counterfeit drugs,AbbVie,threatens,1
AbbVie,artificial intelligence,develops,1
AbbVie,immunology sector,operates_in,1
AbbVie,oncology sector,operates_in,1
AbbVie,aesthetics sector,operates_in,1
AbbVie,neuroscience sector,operates_in,1
AbbVie,eye care sector,operates_in,1
Foreign Corrupt Practices Act,AbbVie,regulates,1
the United Kingdom Bribery Act,AbbVie,regulates,1
patent protection,AbbVie,controls,1
FCPA,Amgen,regulates,1
EU GDPR,Amgen,regulates,1
CCPA,Amgen,regulates,1
the California Consumer Privacy Act,Amgen,regulates,1
China Personal Information Protection Law,Amgen,regulates,1
My Health My Data Act,Amgen,regulates,1
EU Artificial Intelligence Act,Amgen,regulates,1
EU Artificial Intelligence Act,artificial intelligence,regulates,1
IRA,Amgen,regulates,1
Amgen,United States,operates_in,1
Amgen,Iceland,operates_in,1
Amgen,United Kingdom,operates_in,1
Amgen,human genetics,develops,1
Amgen,protein engineering,develops,1
Amgen,biologic therapeutics,develops,1
Caterpillar Inc.,CNH Industrial N.V.,competes_with,1
Caterpillar Inc.,Deere Company,competes_with,1
Caterpillar Inc.,Komatsu Ltd.,competes_with,1
Caterpillar Inc.,"Hitachi Construction Machinery Co., Ltd.",competes_with,1
Caterpillar Inc.,Volvo Group,competes_with,1
Caterpillar Inc.,"Sany Heavy Industry Co., Ltd.",competes_with,1
Caterpillar Inc.,Cummins Inc.,competes_with,1
Caterpillar Inc.,Siemens Energy AG,competes_with,1
Caterpillar Inc.,Wabtec Corp,competes_with,1
Caterpillar Inc.,steel,depends_on,1
Caterpillar Inc.,semiconductors,depends_on,1
Caterpillar Inc.,United States,operates_in,1
Caterpillar Inc.,China,operates_in,1
Caterpillar Inc.,Japan,operates_in,1
Caterpillar Inc.,emissions standards,regulates,1
Caterpillar Inc.,environmental laws,regulates,1
Caterpillar Inc.,construction sector,operates_in,1
Caterpillar Inc.,mining sector,operates_in,1
Caterpillar Inc.,energy sector,operates_in,1
Caterpillar Inc.,"United Automobile, Aerospace and Agricultural Implement Workers of America",depends_on,1
Caterpillar Inc.,cybersecurity,depends_on,1
Caterpillar Inc.,autonomous machines,develops,1
Caterpillar Inc.,electrified powertrain,develops,1
Caterpillar Financial Services Corporation,Wells Fargo Equipment Finance Inc.,competes_with,1
Caterpillar Financial Services Corporation,John Deere Capital Corporation,competes_with,1
Caterpillar Financial Services Corporation,interest rate derivatives,depends_on,1
Caterpillar Financial Services Corporation,SOFR,depends_on,1
Caterpillar Inc.,General Data Protection Regulation,regulates,1
Caterpillar Inc.,California Consumer Privacy Act,regulates,1
Caterpillar Insurance Company,Missouri Department of Insurance,regulates,1
Caterpillar Insurance Co. Ltd.,Bermuda Monetary Authority,regulates,1
construction sector,infrastructure development,depends_on,1
Caterpillar Inc.,inflation,threatens,1
Caterpillar Inc.,interest rates,threatens,1
Caterpillar Inc.,tariffs,threatens,1
Caterpillar Inc.,trade sanctions,threatens,1
oil,energy sector,depends_on,1
Caterpillar Inc.,COVID-19 pandemic,threatens,1
Caterpillar Inc.,copper,operates_in,1
Caterpillar Inc.,Securities and Exchange Commission,regulates,1
steel,Caterpillar Inc.,supplies,1
Caterpillar Inc.,collective bargaining agreements,depends_on,1
CBRE Group,commercial real estate,operates_in,1
CBRE Group,Securities and Exchange Commission,regulates,1
CBRE Group,Fannie Mae,depends_on,1
CBRE Group,Freddie Mac,depends_on,1
inflation,CBRE Group,threatens,1
interest rates,CBRE Group,threatens,1
CBRE Group,United States,operates_in,1
GDPR,CBRE Group,regulates,1
FCPA,CBRE Group,regulates,1
U.K. Bribery Act,CBRE Group,regulates,1
California Consumer Privacy Act,CBRE Group,regulates,1
cyberattacks,CBRE Group,threatens,1
Russia,CBRE Group,threatens,1
climate change,CBRE Group,threatens,1
CBRE Group,artificial intelligence,develops,1
CBRE Group,generative AI,develops,1
interest rates,credit markets,influences,1
credit markets,CBRE Group,threatens,1
FINRA,CBRE Group,regulates,1
pandemics,CBRE Group,threatens,1
terrorism,CBRE Group,threatens,1
CBRE Group,cloud computing,depends_on,1
EU Corporate Sustainability Reporting Directive,CBRE Group,regulates,1
EU Corporate Sustainability Due Diligence Directive,CBRE Group,regulates,1
TCFD,CBRE Group,regulates,1
OECD,CBRE Group,regulates,1
Moody s Investors Service,CBRE Group,influences,1
Standard Poor s Ratings Services,CBRE Group,influences,1
CBRE Group,Asia Pacific,operates_in,1
CBRE Group,Middle East,operates_in,1
Telford Homes,United Kingdom,operates_in,1
United Kingdom,Telford Homes,regulates,1
CBRE Group,Turner Townsend,controls,1
NYSE,CBRE Group,regulates,1
Financial Accounting Standards Board,CBRE Group,regulates,1
CBRE Group,Switzerland,operates_in,1
CBRE Group,Japan,operates_in,1
CBRE Group,Singapore,operates_in,1
CBRE Group,China,operates_in,1
CBRE Group,United Arab Emirates,operates_in,1
CBRE Group,Australia,operates_in,1
CBRE Group,Brazil,operates_in,1
California,CBRE Group,regulates,1
Illinois,CBRE Group,regulates,1
economic recession,C.H. Robinson,threatens,1
C.H. Robinson,transportation providers,depends_on,1
C.H. Robinson,motor carriers,depends_on,1
freight brokers,C.H. Robinson,competes_with,1
technology matching services,C.H. Robinson,competes_with,1
internet freight brokers,C.H. Robinson,competes_with,1
fuel,C.H. Robinson,influences,1
climate change,C.H. Robinson,threatens,1
cybersecurity,C.H. Robinson,threatens,1
C.H. Robinson,artificial intelligence,develops,1
C.H. Robinson,machine learning,develops,1
DOT,C.H. Robinson,regulates,1
FMC,C.H. Robinson,regulates,1
the Department of Homeland Security,C.H. Robinson,regulates,1
TSA,C.H. Robinson,regulates,1
CBP,C.H. Robinson,regulates,1
USDA,C.H. Robinson,regulates,1
PACA,C.H. Robinson,regulates,1
Foreign Corrupt Practices Act,C.H. Robinson,regulates,1
Pillar Two,C.H. Robinson,regulates,1
European Union,Pillar Two,controls,1
C.H. Robinson,fresh produce,trades_with,1
climate change,fresh produce,disrupts,1
C.H. Robinson,retail sector,operates_in,1
C.H. Robinson,food sector,operates_in,1
C.H. Robinson,automotive sector,operates_in,1
C.H. Robinson,manufacturing sector,operates_in,1
Red Sea conflict,C.H. Robinson,disrupts,1
C.H. Robinson,hazardous materials,trades_with,1
Food and Drug Administration,C.H. Robinson,regulates,1
IATA,C.H. Robinson,regulates,1
Corteva,biotechnology traits,develops,1
weed resistance,Corteva,threatens,1
insect resistance,Corteva,threatens,1
Corteva,artificial intelligence,develops,1
Corteva,germplasm,produces,1
generic manufacturers,Corteva,competes_with,1
the Biden Administration,agriculture sector,regulates,1
U.S. Secretary of Agriculture,Corteva,regulates,1
Federal Trade Commission,Corteva,regulates,1
state attorney general,Corteva,regulates,1
Monsanto,Roundup,produces,1
Roundup,glyphosate,contains,1
military conflicts,Corteva,disrupts,1
China,Corteva,supplies,1
Corteva,Brazil,operates_in,1
Corteva,Eurozone,operates_in,1
Corteva,Canada,operates_in,1
Brazilian real,Corteva,influences,1
Euro,Corteva,influences,1
Trump administration,Corteva,regulates,1
industrial espionage,Corteva,threatens,1
ransomware,Corteva,threatens,1
climate change,Corteva,threatens,1
environmental regulations,Corteva,regulates,1
PFAS,Corteva,threatens,1
Corteva,raw materials,consumes,1
Corteva,Pioneer,controls,1
Corteva,Distribution,depends_on,1
Corteva,agricultural cooperatives,depends_on,1
Corteva,dealers,depends_on,1
counterfeit products,Corteva,threatens,1
Inari,Corteva,competes_with,1
Bayer,Corteva,competes_with,1
DuPont,Corteva,controls,1
Dow,Corteva,controls,1
Chemours,Corteva,depends_on,1
EIDP,Corteva,controls,1
pandemics,Corteva,disrupts,1
Corteva,corn hybrids,produces,1
Corteva,soybean varieties,produces,1
U.S. Farm Bill,farmers,funds,1
farmers,Corteva,consumes,1
DowDuPont,Corteva,controls,1
geopolitical tensions,supply chain,disrupts,1
DoorDash,Uber Eats,competes_with,1
DoorDash,Just Eat Takeaway,competes_with,1
DoorDash,Delivery Hero,competes_with,1
DoorDash,Wolt Enterprises Oy,controls,1
Wolt Enterprises Oy,Russia,operates_in,1
trade and economic sanctions,Russia,regulates,1
Office of Foreign Assets Control,trade and economic sanctions,controls,1
European Union,trade and economic sanctions,controls,1
DoorDash,trade and economic sanctions,depends_on,1
worker classification laws,DoorDash,regulates,1
DoorDash,Dashers,depends_on,1
price control measures,DoorDash,regulates,1
minimum earnings standards,DoorDash,regulates,1
DoorDash,inflation,depends_on,1
inflation,food costs,influences,1
inflation,gasoline prices,influences,1
DoorDash,autonomous delivery technology,develops,1
DoorDash,drone delivery technology,develops,1
Uber Eats,autonomous delivery technology,develops,1
ransomware,DoorDash,threatens,1
malware,DoorDash,threatens,1
DoorDash,DashPass,develops,1
DoorDash,Wolt+,develops,1
DoorDash,DashMart,controls,1
DoorDash,Wolt Market,controls,1
Tony Xu,DoorDash,controls,1
DoorDash,grocery delivery sector,operates_in,1
DoorDash,convenience store sector,operates_in,1
DoorDash,restaurant sector,operates_in,1
DoorDash,e-commerce sector,competes_with,1
data privacy laws,DoorDash,regulates,1
export control regulations,DoorDash,regulates,1
immigration laws,Dashers,regulates,1
DoorDash,Europe,operates_in,1
DoorDash,Asian,operates_in,1
geopolitical conflicts,DoorDash,threatens,1
COVID-19,DoorDash,influences,1
DoorDash,advertising products,develops,1
labor and employment laws,DoorDash,regulates,1
anti-corruption laws,DoorDash,regulates,1
anti-bribery laws,DoorDash,regulates,1
DuPont,Electronics business,controls,1
DuPont,Celanese,trades_with,1
DuPont,TJC,trades_with,1
DuPont,IFF,trades_with,1
DuPont,Dow,operates_in,1
DuPont,Corteva,operates_in,1
DuPont,Chemours,depends_on,1
IRS,DuPont,regulates,1
Internal Revenue Code Section 355,DuPont,regulates,1
the Inflation Reduction Act,DuPont,regulates,1
climate change,DuPont,threatens,1
climate change,supply chain disruptions,influences,1
supply chain disruptions,DuPont,threatens,1
pandemics,DuPont,threatens,1
DuPont,renewable energy,develops,1
DuPont,decarbonization technology,develops,1
DuPont,energy,depends_on,1
DuPont,raw materials,depends_on,1
cybersecurity,DuPont,threatens,1
EU General Data Protection Regulation,DuPont,regulates,1
DuPont,Asia Pacific,operates_in,1
DuPont,China,operates_in,1
China,DuPont,threatens,1
trade disputes,DuPont,threatens,1
tariffs,DuPont,threatens,1
export controls,DuPont,regulates,1
the U.S. Dollar,European euro,trades_with,1
the U.S. Dollar,Chinese renminbi,trades_with,1
the U.S. Dollar,DuPont,influences,1
credit rating agencies,DuPont,influences,1
DuPont,debt capital markets,depends_on,1
environmental laws,DuPont,regulates,1
greenhouse gas emissions regulations,DuPont,regulates,1
carbon tax,DuPont,threatens,1
OECD,DuPont,regulates,1
anti-corruption laws,DuPont,regulates,1
trade sanctions,DuPont,regulates,1
DuPont,PFAS,produces,1
"the Comprehensive Environmental Response, Compensation and Liability Act",DuPont,regulates,1
recessions,Dover Corporation,threatens,1
economic downturns,Dover Corporation,threatens,1
collective bargaining units,Dover Corporation,influences,1
labor unions,Dover Corporation,threatens,1
competitors,Dover Corporation,competes_with,1
competitors,Dover Corporation,threatens,1
suppliers,Dover Corporation,supplies,1
Dover Corporation,suppliers,depends_on,1
single-source suppliers,Dover Corporation,threatens,1
raw materials,Dover Corporation,influences,1
tariffs,Dover Corporation,regulates,1
economic sanctions,Dover Corporation,regulates,1
export controls,Dover Corporation,regulates,1
cybersecurity attacks,Dover Corporation,threatens,1
ransomware,Dover Corporation,threatens,1
phishing attacks,Dover Corporation,threatens,1
state-sponsored organizations,Dover Corporation,threatens,1
criminal organizations,Dover Corporation,threatens,1
nation states,Dover Corporation,threatens,1
artificial intelligence,Dover Corporation,threatens,1
managed service providers,Dover Corporation,supplies,1
Dover Corporation,managed service providers,depends_on,1
COVID-19,Dover Corporation,disrupts,1
pandemics,Dover Corporation,disrupts,1
earthquakes,Dover Corporation,threatens,1
hurricanes,Dover Corporation,threatens,1
floods,Dover Corporation,threatens,1
terrorist acts,Dover Corporation,threatens,1
wars,Dover Corporation,disrupts,1
civil unrest,Dover Corporation,disrupts,1
Dover Corporation,United States,operates_in,1
Dover Corporation,Brazil,operates_in,1
Dover Corporation,India,operates_in,1
Dover Corporation,China,operates_in,1
environmental regulations,Dover Corporation,regulates,1
employment regulations,Dover Corporation,regulates,1
health and safety regulations,Dover Corporation,regulates,1
data security laws,Dover Corporation,regulates,1
data privacy laws,Dover Corporation,regulates,1
sustainability regulations,Dover Corporation,regulates,1
energy efficiency regulations,Dover Corporation,regulates,1
ESG reporting requirements,Dover Corporation,regulates,1
anti-bribery laws,Dover Corporation,regulates,1
anti-kickback laws,Dover Corporation,regulates,1
false claims laws,Dover Corporation,regulates,1
the U.S. Dollar,Dover Corporation,influences,1
Euro,Dover Corporation,influences,1
Chinese renminbi,Dover Corporation,influences,1
climate change,Dover Corporation,influences,1
ESG matters,Dover Corporation,influences,1
Dover Corporation,Intellectual Property,develops,1
Dover Corporation,patents,develops,1
Dover Corporation,digital solutions,develops,1
Dover Corporation,Internet-enabled products,develops,1
Dover Corporation,Customer,supplies,1
Customer,Dover Corporation,influences,1
Shareholders,Dover Corporation,influences,1
cybersecurity laws,Dover Corporation,regulates,1
machine learning,Dover Corporation,threatens,1
cyberattacks,Eversource Energy,threatens,1
FERC,Eversource Energy,regulates,1
NERC,Eversource Energy,regulates,1
state regulatory commissions,Eversource Energy,regulates,1
Connecticut,Eversource Energy,regulates,1
S&P,Eversource Energy,influences,1
climate change,Eversource Energy,threatens,1
Global Infrastructure Partners,Eversource Energy,controls,1
Eversource Energy,Revolution Wind,depends_on,1
Eversource Energy,South Fork Wind,depends_on,1
the Inflation Reduction Act,Eversource Energy,influences,1
investment tax credits,Eversource Energy,funds,1
ISO-NE,Eversource Energy,controls,1
environmental laws,Eversource Energy,regulates,1
PFAS,Eversource Energy,threatens,1
renewable energy credits,Eversource Energy,threatens,1
geo-political conflicts,cyberattacks,influences,1
war,Eversource Energy,threatens,1
terrorism,Eversource Energy,threatens,1
severe storms,Eversource Energy,threatens,1
inflation,Eversource Energy,threatens,1
global supply chain,Eversource Energy,threatens,1
distributed generation,Eversource Energy,competes_with,1
battery storage,Eversource Energy,competes_with,1
micro-grids,Eversource Energy,competes_with,1
labor disputes,Eversource Energy,threatens,1
federal tax law,Eversource Energy,regulates,1
FERC,RTO participation ROE incentive,controls,1
capital markets,Eversource Energy,funds,1
droughts,Eversource Energy,threatens,1
wildfires,Eversource Energy,threatens,1
Eversource Energy,renewable energy,develops,1
Eversource Energy,electric transmission,operates_in,1
Eversource Energy,natural gas,operates_in,1
Eversource Energy,water,operates_in,1
cyber insurance,Eversource Energy,depends_on,1
property insurance,Eversource Energy,depends_on,1
Freeport-McMoRan,Chino mine,operates_in,1
Chino mine,New Mexico,operates_in,1
Chino mine,Luna Energy,depends_on,1
Freeport-McMoRan,Tyrone mine,operates_in,1
Tyrone mine,Luna Energy,depends_on,1
Freeport-McMoRan,Climax mine,operates_in,1
Climax mine,Colorado,operates_in,1
Climax mine,Xcel Energy,depends_on,1
Climax mine,United Energy Trading,depends_on,1
Freeport-McMoRan,Henderson mine,operates_in,1
Henderson mine,Xcel Energy,depends_on,1
Henderson mine,U.S. Forest Service,depends_on,1
Freeport-McMoRan,Cerro Verde,controls,1
SMM Cerro Verde Netherlands B.V.,Cerro Verde,controls,1
Compañía de Minas Buenaventura S.A.A.,Cerro Verde,controls,1
Cerro Verde,Peru,operates_in,1
Cerro Verde,ElectroPer S.A.,depends_on,1
Cerro Verde,Engie Energía Peru S.A.,depends_on,1
Cerro Verde,Arequipa,influences,1
Cerro Verde,Port of Matarani,depends_on,1
Freeport-McMoRan,El Abra,controls,1
Corporación Nacional del Cobre de Chile,El Abra,controls,1
El Abra,Chile,operates_in,1
El Abra,Engie Energía Chile S.A.,depends_on,1
El Abra,Salar de Ascotán,depends_on,1
Freeport-McMoRan,PT-FI,controls,1
MIND ID,PT-FI,controls,1
PT-FI,Indonesia,operates_in,1
Indonesia government,PT-FI,regulates,1
PT-FI,IUPK,depends_on,1
PT-FI,PT Smelting,controls,1
MMC,PT Smelting,controls,1
PT-FI,Grasberg minerals district,operates_in,1
PT-FI,fire,disrupts,1
PT-FI,natural gas,depends_on,1
PT-FI,GHG emissions,produces,1
PT-FI,seismic activity,threatens,1
Freeport-McMoRan,Atlantic Copper,operates_in,1
Atlantic Copper,Spain,operates_in,1
Atlantic Copper,PT-FI,depends_on,1
Freeport-McMoRan,electricity,depends_on,1
Freeport-McMoRan,diesel,depends_on,1
Freeport-McMoRan,coal,depends_on,1
Freeport-McMoRan,natural gas,depends_on,1
Freeport-McMoRan,water,depends_on,1
Freeport-McMoRan,sulfuric acid,produces,1
Cerro Verde,Peru National Police,depends_on,1
Peru government,Cerro Verde,regulates,1
Indonesia government,Grasberg minerals district,regulates,1
PT-FI,YPMAK,funds,1
Freeport-McMoRan,Voluntary Principles on Security and Human Rights,depends_on,1
Freeport-McMoRan,United Nations Guiding Principles on Business and Human Rights,depends_on,1
Freeport-McMoRan,ISO 45001,depends_on,1
Ministry of Energy and Mineral Resources,PT-FI,regulates,1
Freeport-McMoRan,copper,produces,1
Freeport-McMoRan,gold,produces,1
Freeport-McMoRan,molybdenum,produces,1
El Abra,seismic activity,threatens,1
Cerro Verde,seismic activity,threatens,1
Global Payments Inc.,Visa,depends_on,1
Global Payments Inc.,MasterCard,depends_on,1
Global Payments Inc.,financial institutions,depends_on,1
Global Payments Inc.,Fiserv Inc.,competes_with,1
Global Payments Inc.,Worldpay LLC,competes_with,1
Global Payments Inc.,Stripe Inc.,competes_with,1
Global Payments Inc.,Block Inc.,competes_with,1
Global Payments Inc.,Adyen,competes_with,1
Global Payments Inc.,Toast Inc.,competes_with,1
Global Payments Inc.,Shopify Inc.,competes_with,1
Global Payments Inc.,Chase Paymentech Solutions LLC,competes_with,1
Global Payments Inc.,Elavon Inc.,competes_with,1
Global Payments Inc.,Worldline,competes_with,1
Global Payments Inc.,Nexi,competes_with,1
Global Payments Inc.,FIS,competes_with,1
Global Payments Inc.,Marqeta,competes_with,1
Global Payments Inc.,Bill.com,competes_with,1
Global Payments Inc.,AvidExchange,competes_with,1
Global Payments Inc.,Zeta,competes_with,1
Global Payments Inc.,EVO Payments Inc.,controls,1
Global Payments Inc.,cybersecurity threats,opposes,1
cybersecurity threats,Global Payments Inc.,threatens,1
Dodd-Frank Wall Street Reform and Consumer Protection Act,Global Payments Inc.,regulates,1
the Consumer Financial Protection Bureau,Global Payments Inc.,regulates,1
Federal Financial Institutions Examination Council,Global Payments Inc.,regulates,1
General Data Protection Regulation,Global Payments Inc.,regulates,1
Digital Operational Resilience Act,Global Payments Inc.,regulates,1
the California Consumer Privacy Act,Global Payments Inc.,regulates,1
Gramm-Leach-Bliley Act,Global Payments Inc.,regulates,1
Bank Secrecy Act,Global Payments Inc.,regulates,1
Foreign Corrupt Practices Act,Global Payments Inc.,regulates,1
U.K. Bribery Act,Global Payments Inc.,regulates,1
the Payment Card Industry Data Security Standard,Global Payments Inc.,regulates,1
Global Payments Inc.,merchants,operates_in,1
Global Payments Inc.,small-and-medium sized businesses,operates_in,1
Global Payments Inc.,North American,operates_in,1
Global Payments Inc.,Europe,operates_in,1
Global Payments Inc.,Asia-Pacific,operates_in,1
Global Payments Inc.,Latin American,operates_in,1
Global Payments Inc.,cloud computing,develops,1
Global Payments Inc.,artificial intelligence,develops,1
ransomware,Global Payments Inc.,threatens,1
malware,Global Payments Inc.,threatens,1
denial of service attacks,Global Payments Inc.,threatens,1
EU Artificial Intelligence Regulation,Global Payments Inc.,regulates,1
European Sustainability Reporting Standards,Global Payments Inc.,regulates,1
Corporate Sustainability Reporting Directive,Global Payments Inc.,regulates,1
Global Payments Inc.,digital payments,develops,1
Global Payments Inc.,point-of-sale systems,develops,1
Global Payments Inc.,ecommerce,develops,1
Global Payments Inc.,mobile payments,develops,1
Global Payments Inc.,American Express,depends_on,1
Global Payments Inc.,Discover Card,depends_on,1
Global Payments Inc.,JCB,depends_on,1
Global Payments Inc.,UnionPay International,depends_on,1
Global Payments Inc.,Interac,depends_on,1
Federal Reserve,Global Payments Inc.,regulates,1
Office of Foreign Assets Control,Global Payments Inc.,regulates,1
Fair Debt Collection Practices Act,Global Payments Inc.,regulates,1
